[1442082600] LOG ROTATION: DAILY
[1442082600] LOG VERSION: 2.0
[1442082600] CURRENT HOST STATE: ad.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.91 ms
[1442082600] CURRENT HOST STATE: application.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.14 ms
[1442082600] CURRENT HOST STATE: artifactory.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.53 ms
[1442082600] CURRENT HOST STATE: cisco;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.92 ms
[1442082600] CURRENT HOST STATE: confluence.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442082600] CURRENT HOST STATE: git.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: jenkins.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.47 ms
[1442082600] CURRENT HOST STATE: jira.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1442082600] CURRENT HOST STATE: mail.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442157548] wproc: Core Worker 2944: job 20736 (pid=6447): Dormant child reaped
[1442157550] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157572] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157590] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157610] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157628] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157651] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157670] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157711] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157730] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157749] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157971] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442157986] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442158018] wproc: Core Worker 2943: job 20829 (pid=7215) timed out. Killing it
[1442158018] wproc: CHECK job 20829 from worker Core Worker 2943 timed out after 60.01s
[1442158018] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442158018] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442158018] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442158018] wproc: Core Worker 2943: job 20829 (pid=7215): Dormant child reaped
[1442158049] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442158120] wproc: Core Worker 2941: job 20852 (pid=7395) timed out. Killing it
[1442158120] wproc: CHECK job 20852 from worker Core Worker 2941 timed out after 60.01s
[1442158120] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442158120] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442158120] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.009s!
[1442158120] wproc: Core Worker 2941: job 20852 (pid=7395): Dormant child reaped
[1442158148] wproc: Core Worker 2943: job 20859 (pid=7444) timed out. Killing it
[1442158148] wproc: CHECK job 20859 from worker Core Worker 2943 timed out after 60.01s
[1442158148] wproc:   host=cisco; service=Uptime;
[1442158148] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442158148] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.009s!
[1442158148] wproc: Core Worker 2943: job 20859 (pid=7444): Dormant child reaped
[1442158170] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442158515] Auto-save of retention data completed successfully.
[1442158618] wproc: Core Worker 2944: job 20949 (pid=8147) timed out. Killing it
[1442158618] wproc: CHECK job 20949 from worker Core Worker 2944 timed out after 60.01s
[1442158618] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442158618] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442158618] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442158618] wproc: Core Worker 2944: job 20949 (pid=8147): Dormant child reaped
[1442158720] wproc: Core Worker 2943: job 20971 (pid=8307) timed out. Killing it
[1442158720] wproc: CHECK job 20971 from worker Core Worker 2943 timed out after 60.01s
[1442158720] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442158720] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442158720] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442158720] wproc: Core Worker 2943: job 20971 (pid=8307): Dormant child reaped
[1442158748] wproc: Core Worker 2943: job 20978 (pid=8357) timed out. Killing it
[1442158748] wproc: CHECK job 20978 from worker Core Worker 2943 timed out after 60.01s
[1442158748] wproc:   host=cisco; service=Uptime;
[1442158748] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442158748] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.012s!
[1442158748] wproc: Core Worker 2943: job 20978 (pid=8357): Dormant child reaped
[1442159218] wproc: Core Worker 2942: job 21067 (pid=9062) timed out. Killing it
[1442159218] wproc: CHECK job 21067 from worker Core Worker 2942 timed out after 60.01s
[1442159218] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442159218] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442159218] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442159218] wproc: Core Worker 2942: job 21067 (pid=9062): Dormant child reaped
[1442159320] wproc: Core Worker 2944: job 21090 (pid=9224) timed out. Killing it
[1442159320] wproc: CHECK job 21090 from worker Core Worker 2944 timed out after 60.01s
[1442159320] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442159320] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442159320] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442159320] wproc: Core Worker 2944: job 21090 (pid=9224): Dormant child reaped
[1442159348] wproc: Core Worker 2944: job 21097 (pid=9275) timed out. Killing it
[1442159348] wproc: CHECK job 21097 from worker Core Worker 2944 timed out after 60.01s
[1442159348] wproc:   host=cisco; service=Uptime;
[1442159348] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442159348] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442159348] wproc: Core Worker 2944: job 21097 (pid=9275): Dormant child reaped
[1442159818] wproc: Core Worker 2941: job 21186 (pid=9969) timed out. Killing it
[1442159818] wproc: CHECK job 21186 from worker Core Worker 2941 timed out after 60.01s
[1442159818] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442159818] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442159818] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442159818] wproc: Core Worker 2941: job 21186 (pid=9969): Dormant child reaped
[1442159920] wproc: Core Worker 2942: job 21208 (pid=10124) timed out. Killing it
[1442159920] wproc: CHECK job 21208 from worker Core Worker 2942 timed out after 60.01s
[1442159920] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442159920] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442159920] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442159920] wproc: Core Worker 2942: job 21208 (pid=10124): Dormant child reaped
[1442159948] wproc: Core Worker 2942: job 21215 (pid=10178) timed out. Killing it
[1442159948] wproc: CHECK job 21215 from worker Core Worker 2942 timed out after 60.01s
[1442159948] wproc:   host=cisco; service=Uptime;
[1442159948] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442159948] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442159948] wproc: Core Worker 2942: job 21215 (pid=10178): Dormant child reaped
[1442160314] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160418] wproc: Core Worker 2941: job 21305 (pid=10880) timed out. Killing it
[1442160418] wproc: CHECK job 21305 from worker Core Worker 2941 timed out after 60.01s
[1442160418] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442160418] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442160418] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.013s!
[1442160418] wproc: Core Worker 2941: job 21305 (pid=10880): Dormant child reaped
[1442160472] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160512] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160520] wproc: Core Worker 2942: job 21327 (pid=11035) timed out. Killing it
[1442160520] wproc: CHECK job 21327 from worker Core Worker 2942 timed out after 60.01s
[1442160520] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442160520] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442160520] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442160520] wproc: Core Worker 2942: job 21327 (pid=11035): Dormant child reaped
[1442160548] wproc: Core Worker 2944: job 21335 (pid=11098) timed out. Killing it
[1442160548] wproc: CHECK job 21335 from worker Core Worker 2944 timed out after 60.01s
[1442160548] wproc:   host=cisco; service=Uptime;
[1442160548] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442160548] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442160548] SERVICE NOTIFICATION: nagiosadmin;cisco;Uptime;CRITICAL;notify-service-by-email;(Service check timed out after 60.01 seconds)
[1442160548] wproc: Core Worker 2944: job 21335 (pid=11098): Dormant child reaped
[1442160872] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160930] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160932] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160951] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160953] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160970] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442160991] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161007] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161011] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161018] wproc: Core Worker 2943: job 21426 (pid=11844) timed out. Killing it
[1442161018] wproc: CHECK job 21426 from worker Core Worker 2943 timed out after 60.01s
[1442161018] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442161018] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442161018] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.013s!
[1442161018] wproc: Core Worker 2943: job 21426 (pid=11844): Dormant child reaped
[1442161070] SERVICE NOTIFICATION: nagiosadmin;cisco;Port 1 Link Status;UNKNOWN;notify-service-by-email;External command error: MIB search path: $HOME/.snmp/mibs:/usr/share/snmp/mibs:/usr/share/snmp/mibs/iana:/usr/share/snmp/mibs/ietf:/usr/share/mibs/site:/usr/share/snmp/mibs:/usr/share/mibs/iana:/usr/share/mibs/ietf:/usr/share/mibs/netsnmp
[1442161089] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161092] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161109] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161120] wproc: Core Worker 2941: job 21449 (pid=12019) timed out. Killing it
[1442161120] wproc: CHECK job 21449 from worker Core Worker 2941 timed out after 60.01s
[1442161120] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442161120] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442161120] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442161120] wproc: Core Worker 2941: job 21449 (pid=12019): Dormant child reaped
[1442161129] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161132] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161148] wproc: Core Worker 2942: job 21456 (pid=12074) timed out. Killing it
[1442161148] wproc: CHECK job 21456 from worker Core Worker 2942 timed out after 60.01s
[1442161148] wproc:   host=cisco; service=Uptime;
[1442161148] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442161148] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442161148] wproc: Core Worker 2942: job 21456 (pid=12074): Dormant child reaped
[1442161150] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161172] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161190] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161192] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161210] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161212] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161228] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161232] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161251] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161270] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161311] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161330] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161349] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161368] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161618] wproc: Core Worker 2944: job 21551 (pid=12866) timed out. Killing it
[1442161618] wproc: CHECK job 21551 from worker Core Worker 2944 timed out after 60.01s
[1442161618] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442161618] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442161618] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.009s!
[1442161618] wproc: Core Worker 2944: job 21551 (pid=12866): Dormant child reaped
[1442161649] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161720] wproc: Core Worker 2941: job 21573 (pid=13031) timed out. Killing it
[1442161720] wproc: CHECK job 21573 from worker Core Worker 2941 timed out after 60.01s
[1442161720] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442161720] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442161720] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442161720] wproc: Core Worker 2941: job 21573 (pid=13031): Dormant child reaped
[1442161747] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442161748] wproc: Core Worker 2941: job 21580 (pid=13081) timed out. Killing it
[1442161748] wproc: CHECK job 21580 from worker Core Worker 2941 timed out after 60.01s
[1442161748] wproc:   host=cisco; service=Uptime;
[1442161748] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442161748] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442161748] wproc: Core Worker 2941: job 21580 (pid=13081): Dormant child reaped
[1442161770] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442162115] Auto-save of retention data completed successfully.
[1442162170] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442162185] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442162218] wproc: Core Worker 2941: job 21670 (pid=13788) timed out. Killing it
[1442162218] wproc: CHECK job 21670 from worker Core Worker 2941 timed out after 60.01s
[1442162218] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442162218] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442162218] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.013s!
[1442162218] wproc: Core Worker 2941: job 21670 (pid=13788): Dormant child reaped
[1442162320] wproc: Core Worker 2943: job 21693 (pid=13957) timed out. Killing it
[1442162320] wproc: CHECK job 21693 from worker Core Worker 2943 timed out after 60.01s
[1442162320] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442162320] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442162320] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.011s!
[1442162320] wproc: Core Worker 2943: job 21693 (pid=13957): Dormant child reaped
[1442162348] wproc: Core Worker 2943: job 21700 (pid=14007) timed out. Killing it
[1442162348] wproc: CHECK job 21700 from worker Core Worker 2943 timed out after 60.01s
[1442162348] wproc:   host=cisco; service=Uptime;
[1442162348] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442162348] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.009s!
[1442162348] wproc: Core Worker 2943: job 21700 (pid=14007): Dormant child reaped
[1442162818] wproc: Core Worker 2942: job 21789 (pid=14716) timed out. Killing it
[1442162818] wproc: CHECK job 21789 from worker Core Worker 2942 timed out after 60.01s
[1442162818] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442162818] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442162818] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.013s!
[1442162818] wproc: Core Worker 2942: job 21789 (pid=14716): Dormant child reaped
[1442162920] wproc: Core Worker 2944: job 21812 (pid=14874) timed out. Killing it
[1442162920] wproc: CHECK job 21812 from worker Core Worker 2944 timed out after 60.01s
[1442162920] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442162920] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442162920] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442162920] wproc: Core Worker 2944: job 21812 (pid=14874): Dormant child reaped
[1442162948] wproc: Core Worker 2944: job 21819 (pid=14924) timed out. Killing it
[1442162948] wproc: CHECK job 21819 from worker Core Worker 2944 timed out after 60.01s
[1442162948] wproc:   host=cisco; service=Uptime;
[1442162948] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442162948] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442162948] wproc: Core Worker 2944: job 21819 (pid=14924): Dormant child reaped
[1442163418] wproc: Core Worker 2941: job 21908 (pid=15621) timed out. Killing it
[1442163418] wproc: CHECK job 21908 from worker Core Worker 2941 timed out after 60.01s
[1442163418] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442163418] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442163418] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442163418] wproc: Core Worker 2941: job 21908 (pid=15621): Dormant child reaped
[1442163520] wproc: Core Worker 2942: job 21930 (pid=15777) timed out. Killing it
[1442163520] wproc: CHECK job 21930 from worker Core Worker 2942 timed out after 60.01s
[1442163520] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442163520] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442163520] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442163520] wproc: Core Worker 2942: job 21930 (pid=15777): Dormant child reaped
[1442163548] wproc: Core Worker 2942: job 21937 (pid=15827) timed out. Killing it
[1442163548] wproc: CHECK job 21937 from worker Core Worker 2942 timed out after 60.01s
[1442163548] wproc:   host=cisco; service=Uptime;
[1442163548] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442163548] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442163548] wproc: Core Worker 2942: job 21937 (pid=15827): Dormant child reaped
[1442163914] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164018] wproc: Core Worker 2941: job 22027 (pid=16535) timed out. Killing it
[1442164018] wproc: CHECK job 22027 from worker Core Worker 2941 timed out after 60.01s
[1442164018] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442164018] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442164018] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442164018] wproc: Core Worker 2941: job 22027 (pid=16535): Dormant child reaped
[1442164120] wproc: Core Worker 2944: job 22050 (pid=16691) timed out. Killing it
[1442164120] wproc: CHECK job 22050 from worker Core Worker 2944 timed out after 60.01s
[1442164120] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442164120] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442164120] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442164120] wproc: Core Worker 2944: job 22050 (pid=16691): Dormant child reaped
[1442164148] wproc: Core Worker 2942: job 22056 (pid=16740) timed out. Killing it
[1442164148] wproc: CHECK job 22056 from worker Core Worker 2942 timed out after 60.01s
[1442164148] wproc:   host=cisco; service=Uptime;
[1442164148] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442164148] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.008s!
[1442164148] SERVICE NOTIFICATION: nagiosadmin;cisco;Uptime;CRITICAL;notify-service-by-email;(Service check timed out after 60.01 seconds)
[1442164148] wproc: Core Worker 2942: job 22056 (pid=16740): Dormant child reaped
[1442164472] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164530] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164532] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164551] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164570] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164591] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164607] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164611] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164618] wproc: Core Worker 2941: job 22147 (pid=17485) timed out. Killing it
[1442164618] wproc: CHECK job 22147 from worker Core Worker 2941 timed out after 60.01s
[1442164618] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442164618] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442164618] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.010s!
[1442164618] wproc: Core Worker 2941: job 22147 (pid=17485): Dormant child reaped
[1442164670] SERVICE NOTIFICATION: nagiosadmin;cisco;Port 1 Link Status;UNKNOWN;notify-service-by-email;External command error: MIB search path: $HOME/.snmp/mibs:/usr/share/snmp/mibs:/usr/share/snmp/mibs/iana:/usr/share/snmp/mibs/ietf:/usr/share/mibs/site:/usr/share/snmp/mibs:/usr/share/mibs/iana:/usr/share/mibs/ietf:/usr/share/mibs/netsnmp
[1442164671] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442164689] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
